row_col	V1
cost	44.4973154788496
f.n.BM	0.0621077404602027
f.n.CO2_in	2.91044050218912e-11
f.n.Glc_in_1	0.822112599096735
f.n.glk	0.097609483604814
f.n.gnd	0.17440629137719
f.n.kdgk	0.0383161566986532
f.n.out_Kdg	0.0547173274257235
f.n.pdh	1.12546972592299
f.n.prot	0.00879995073556178
f.n.pyc	1.04998807926067
f.n.pyk	0.89799509952778
f.n.zwf	0.186801980797855
f.x.ald	-3.88659782575385e-16
f.x.eno	0.400018430491018
f.x.fum_a	4.40073343128072e-16
f.x.maldh	3.33066911775452e-16
f.x.pgi	0.0817846213444392
f.x.pgk	0.273361598670105
f.x.ta1	0.0120339162185859
f.x.ta2	0.244203353493992
f.x.tk1	0.328668737939665
f.x.tk2	2.77555755939042e-17
f.x.tk3	0.108161336967064
f.x.tpi	2.27836006728341e-16
1:mass;Fru6P;111111;505	1.03167388492735
1:mass;FruBP;111111;512	0.985601941792125
1:mass;Glc6P;111111;519	1.02006125404035
1:mass;Gnt6P;111111;485	1.05423436369626
1:mass;ICit;111111;499	1.01904946757278
1:mass;Mal;1111;526	1.1731898322257
1:mass;PEP;111;537	0.997954284587298
1:mass;PGA;111;481	0.978941179644733
1:mass;Rib5P;11111;531	1.06914017021224
1:mass;Sed7P;1111111;541	0.986708143360213
1:mass;Suc;1111;550	0.579227217628339
